api_gap:cuKernelGetFunction,api_gap:cuLaunchKernel,api_gap:cudaEventCreateWithFlags,api_gap:cudaEventRecord,api_gap:cudaEventSynchronize,api_gap:cudaLaunchKernel,api_gap:cudaLaunchKernelExC,api_gap:cudaMalloc,api_gap:cudaMemcpyAsync,api_gap:cudaMemsetAsync,api_gap:cudaStreamIsCapturing,api_gap:cudaStreamSynchronize,completion_boundary,completion_monotonic_ns,copy_in_gap_ms,decode_ms,gap_outside_cuda_api_ms,gap_outside_module_ms,gap_without_copy_ms,host_module_gap:backbone,host_module_gap:bbox_head,host_module_gap:data_preprocessor,host_module_gap:decoder,host_module_gap:encoder,host_module_gap:neck,host_module_gap:positional_encoding,host_module_wall:backbone,host_module_wall:bbox_head,host_module_wall:data_preprocessor,host_module_wall:decoder,host_module_wall:encoder,host_module_wall:neck,host_module_wall:positional_encoding,inference_end_ns,inference_start_ns,input_id,latency_ms,model_id,mps_enabled,nonkernel_ms,preprocess_ms,run_id,scene_id,source_frame_id
0.0,0.000544,0.002656,0.002394,0.001687,1.432666,0.000544,,0.445447,0.098131,,0.527874,NVTX inference includes CUDA event synchronization,3124369510322769,0.339878,3.777753,6.334850999999999,1.5522659999999995,8.506915999999999,0.104799,1.353365,0.91466,3.672956,1.24206,0.000544,0.006144,4.217509,1.798585,0.985925,10.300701,26.884437,0.402633,1.465392,13700862647,13637970576,78,62.892071,dino,False,8.846794,2.658453,i2-i30-0184,scene-0184,scene-0184:image:78
0.0,0.00125,0.002345,0.002313,0.001614,1.37328,0.001152,,0.359037,0.096407,,0.547379,NVTX inference includes CUDA event synchronization,3124369580235553,0.289894,3.547646,5.7979780000000005,1.4600629999999999,7.892861,0.090903,1.245666,0.745536,3.554848,1.076235,0.004576,0.004928,3.440611,1.694281,0.821793,10.349089,26.604417,0.329427,1.30865,13770776636,13707999193,79,62.777443,dino,False,8.182755,1.465216,i2-i30-0184,scene-0184,scene-0184:image:79
0.0,0.000544,0.00264,0.002981,0.001836,1.459317,0.0,,0.371416,0.104314,,0.554308,NVTX inference includes CUDA event synchronization,3124369671868388,0.284834,3.769863,6.358924,1.5206559999999998,8.571446,0.093591,1.321872,0.806736,3.984486,1.119851,0.002784,0.006304,3.567603,1.725716,0.877617,10.316193,26.685876,0.351879,1.346074,13862409152,13799820724,80,62.588428,dino,False,8.85628,1.564731,i2-i30-0184,scene-0184,scene-0184:image:80
0.0,0.0,0.00262,0.002271,0.001745,1.415443,0.0,,0.413585,0.092368,,0.603415,NVTX inference includes CUDA event synchronization,3124369743811978,0.31274,3.602975,6.091023,1.507847,8.30973,0.098445,1.287401,0.926865,3.638347,1.154317,0.002688,0.00656,3.605314,1.727372,0.994578,10.397104,26.643653,0.346152,1.3345,13934353060,13870625074,81,63.727986,dino,False,8.62247,2.179469,i2-i30-0184,scene-0184,scene-0184:image:81
0.0,0.0,0.003642,0.002951,0.003815,1.805425,0.001253,,0.435648,0.148343,,0.571795,NVTX inference includes CUDA event synchronization,3124369824586900,0.300418,3.599405,8.538133,1.9926030000000008,11.210587,0.089226,1.641488,0.779086,5.300456,1.699858,0.002208,0.00608,3.466029,2.090389,0.854926,12.010869,27.657823,0.343795,1.358844,14015129614,13949246551,82,65.883063,dino,False,11.511005,1.491857,i2-i30-0184,scene-0184,scene-0184:image:82
0.0,0.0,0.002253,0.002206,0.001795,1.451838,0.0,,0.417203,0.097195,,0.519359,NVTX inference includes CUDA event synchronization,3124369922150174,0.330787,3.695979,6.117936,1.649998,8.278998,0.109183,1.315093,0.83149,3.545718,1.150476,0.001395,0.006432,3.636036,1.764058,0.903203,10.34511,26.666455,0.355006,1.385462,14112690829,14049880501,83,62.810328,dino,False,8.609785,1.71368,i2-i30-0184,scene-0184,scene-0184:image:83
0.0,0.000544,0.002843,0.002101,0.00171,1.479679,0.000576,,0.375526,0.102188,,0.520085,NVTX inference includes CUDA event synchronization,3124370008735086,0.293923,3.6032,6.458696000000001,1.5839600000000003,8.650025000000001,0.096066,1.400524,0.778713,3.895491,1.180234,0.002752,0.006208,3.63896,1.836948,0.855834,10.463559,26.774842,0.342327,1.33107,14199274686,14136030793,84,63.243893,dino,False,8.943948,1.557759,i2-i30-0184,scene-0184,scene-0184:image:84
0.0,0.0,0.002387,0.002244,0.001733,1.462385,0.0,,0.408837,0.104591,,0.530538,NVTX inference includes CUDA event synchronization,3124370079377110,0.327267,3.586065,6.320387,1.5760560000000003,8.505835000000001,0.092747,1.235926,0.767796,3.853203,1.299118,0.002784,0.005472,3.602959,1.679703,0.842229,10.56452,26.8364,0.362221,1.322357,14269916617,14206786978,85,63.129639,dino,False,8.833102,1.6731,i2-i30-0184,scene-0184,scene-0184:image:85
0.0,0.000576,0.002623,0.002207,0.001748,1.494035,0.0,,0.44826,0.111061,,0.53553,NVTX inference includes CUDA event synchronization,3124370173999568,0.343106,4.565455,6.802878999999999,1.6345839999999994,9.055812999999999,0.10227,1.407521,0.851866,4.107945,1.285773,0.002656,0.006304,3.564839,1.820934,0.923482,10.450768,26.772306,0.346882,1.362432,14364539727,14301468653,86,63.071074,dino,False,9.398919,1.756208,i2-i30-0184,scene-0184,scene-0184:image:86
0.0,0.0,0.001963,0.002822,0.001662,1.441075,0.0,,0.462684,0.099935,,0.535571,NVTX inference includes CUDA event synchronization,3124370247575901,0.36714,4.20223,6.2068200000000004,1.534974,8.385392,0.103346,1.247047,0.926217,3.717062,1.21707,0.000544,0.006272,3.848287,1.684847,0.998377,10.394578,26.756305,0.354246,1.412721,14438116730,14375050980,87,63.06575,dino,False,8.752532,2.614717,i2-i30-0184,scene-0184,scene-0184:image:87
0.0,0.0,0.001981,0.00226,0.001665,1.358537,0.000704,,0.404665,0.092056,,0.537067,NVTX inference includes CUDA event synchronization,3124370321220585,0.334564,3.652435,5.581549,1.4675500000000001,7.645919999999999,0.103096,1.22044,0.783047,3.321378,1.075981,0.004,0.004992,3.464637,1.66774,0.858152,10.123034,26.653878,0.330669,1.330665,14511760924,14449393332,88,62.367592,dino,False,7.980484,1.677466,i2-i30-0184,scene-0184,scene-0184:image:88
0.0,0.0,0.002823,0.002201,0.00209,1.476002,0.0,,0.501886,0.094269,,0.568514,NVTX inference includes CUDA event synchronization,3124370426811700,0.380771,6.846907,6.462905999999999,1.6441589999999993,8.72992,0.098423,1.247295,1.014262,3.698696,1.401648,0.001056,0.005152,3.777752,1.650341,1.082551,10.041444,26.855245,0.359324,1.39161,14617351427,14554709255,89,62.642172,dino,False,9.110691,2.079985,i2-i30-0184,scene-0184,scene-0184:image:89
0.0,0.002016,0.003352,0.003005,0.003223,1.501322,0.0,,0.421764,0.105218,,0.539845,NVTX inference includes CUDA event synchronization,3124370511665496,0.322789,3.676989,6.6167620000000005,1.6228830000000007,8.873718,0.104483,1.437313,0.942417,3.868119,1.2139,0.00048,0.006912,3.895343,1.840581,1.015378,10.20126,26.818614,0.360731,1.385554,14702207052,14639224591,90,62.982461,dino,False,9.196507,5.009349,i2-i30-0184,scene-0184,scene-0184:image:90
0.0,0.000608,0.002102,0.002167,0.001682,1.396851,0.000576,,0.397305,0.093941,,0.534179,NVTX inference includes CUDA event synchronization,3124370581011863,0.31242,3.584558,5.786158,1.6230260000000003,7.903149,0.085812,1.219167,0.72133,3.372172,1.184718,0.004416,0.004928,3.390314,1.671491,0.796147,10.234319,26.667032,0.335266,1.388352,14771551838,14708921003,91,62.630835,dino,False,8.215569,1.223479,i2-i30-0184,scene-0184,scene-0184:image:91
0.00048,0.001085,0.00264,0.002636,0.001815,1.462848,0.0,,0.393382,0.096892,,0.544741,NVTX inference includes CUDA event synchronization,3124370672466775,0.305635,4.233405,6.383909,1.5914859999999997,8.584793,0.094992,1.254506,0.799836,3.944824,1.197135,0.002656,0.004993,3.526692,1.702765,0.871997,10.461113,26.723195,0.342673,1.403872,14863006617,14800163943,92,62.842674,dino,False,8.890428,1.337992,i2-i30-0184,scene-0184,scene-0184:image:92
0.0,0.0,0.002121,0.00239,0.001706,1.406989,0.000413,,0.375889,0.100024,,0.563562,NVTX inference includes CUDA event synchronization,3124370742336163,0.303395,3.594704,5.94834,1.514069,8.098039,0.096315,1.242919,0.756467,3.59293,1.189486,0.002784,0.006464,3.572013,1.688334,0.83106,10.412319,26.691941,0.357319,1.327419,14932876411,14869941920,93,62.934491,dino,False,8.401434,1.23652,i2-i30-0184,scene-0184,scene-0184:image:93
0.0,0.000671,0.002771,0.002193,0.001689,1.385725,0.0,,0.390534,0.097093,,0.538739,NVTX inference includes CUDA event synchronization,3124370820857915,0.299618,3.53553,5.860929,1.5703539999999991,7.980726,0.091817,1.227864,0.781319,3.425297,1.174797,0.003424,0.005472,3.463697,1.676315,0.854791,10.206058,26.624946,0.336028,1.340194,15011397915,14948836517,94,62.561398,dino,False,8.280344,1.284519,i2-i30-0184,scene-0184,scene-0184:image:94
0.0,0.0,0.002152,0.002249,0.001856,1.386409,0.0,,0.463617,0.088309,,0.514458,NVTX inference includes CUDA event synchronization,3124370928049382,0.352676,7.903938,6.020250000000001,1.4828830000000002,8.126624,0.096271,1.209146,0.984411,3.595409,1.103596,0.00256,0.005024,3.524748,1.649121,1.056252,10.175397,26.758132,0.339848,1.353126,15118589911,15056038451,95,62.55146,dino,False,8.4793,1.847484,i2-i30-0184,scene-0184,scene-0184:image:95
0.0,0.0,0.002247,0.002316,0.001779,1.435811,0.000432,,0.34816,0.099849,,0.546356,NVTX inference includes CUDA event synchronization,3124371010811039,0.27962,3.723903,6.116227,1.510776,8.273557,0.098423,1.324333,0.756379,3.769816,1.08593,0.002144,0.005376,3.471627,1.770866,0.82886,10.360789,26.587125,0.337431,1.33232,15201350883,15138607205,96,62.743678,dino,False,8.553177,1.314436,i2-i30-0184,scene-0184,scene-0184:image:96
0.0,0.000608,0.002318,0.002296,0.001747,1.352801,0.0,,0.351366,0.092993,,0.556456,NVTX inference includes CUDA event synchronization,3124371080507341,0.285252,3.6061,5.732279999999999,1.5033880000000002,7.807613,0.090976,1.230708,0.765097,3.390652,1.102828,0.004064,0.005152,3.477174,1.677946,0.842153,10.216883,26.63744,0.331831,1.31579,15271047927,15208325014,97,62.722913,dino,False,8.092865,1.254056,i2-i30-0184,scene-0184,scene-0184:image:97
0.0,0.0,0.002182,0.002232,0.00173,1.398369,0.0,,0.344622,0.100636,,0.53557,NVTX inference includes CUDA event synchronization,3124371172350119,0.279876,4.58163,5.958525999999999,1.439806,8.063991,0.092872,1.225979,0.774428,3.676402,1.125772,0.002688,0.00592,3.48965,1.674241,0.845789,10.200722,26.609324,0.363057,1.344747,15362890527,15300662859,98,62.227668,dino,False,8.343867,1.33145,i2-i30-0184,scene-0184,scene-0184:image:98
0.0,0.0,0.002633,0.002812,0.001834,1.419567,0.0,,0.361785,0.100277,,0.539096,NVTX inference includes CUDA event synchronization,3124371242161255,0.297541,3.596967,6.074612,1.5550679999999995,8.205074999999999,0.091016,1.250455,0.70455,3.701,1.190895,0.005248,0.004384,3.412375,1.697625,0.782279,10.396562,26.607653,0.327789,1.314373,15432701742,15369775167,99,62.926575,dino,False,8.502616,1.226266,i2-i30-0184,scene-0184,scene-0184:image:99
0.0,0.000395,0.002292,0.002262,0.001838,1.395096,0.0,,0.381334,0.092499,,0.557586,NVTX inference includes CUDA event synchronization,3124371322296577,0.309637,3.68009,5.799862000000001,1.5039880000000005,7.923527,0.106829,1.209061,0.766057,3.522255,1.116974,0.002368,0.005632,3.564811,1.658637,0.84209,10.339954,26.74121,0.337166,1.437935,15512836397,15449531250,100,63.305147,dino,False,8.233164,1.368218,i2-i30-0184,scene-0184,scene-0184:image:100
0.0,0.0,0.002318,0.002708,0.001627,1.412271,0.00034,,0.357654,0.10061,,0.528747,NVTX inference includes CUDA event synchronization,3124371425647627,0.286533,6.712987,6.093678,1.4504739999999998,8.21342,0.094237,1.263551,0.810776,3.771624,1.100555,0.002656,0.00608,3.503009,1.664872,0.882425,10.097933,26.524722,0.33991,1.332585,15616188405,15554088328,101,62.100077,dino,False,8.499953,1.522976,i2-i30-0184,scene-0184,scene-0184:image:101
0.000427,0.0,0.00238,0.002231,0.001709,1.429234,0.001056,,0.389416,0.098538,,0.530607,NVTX inference includes CUDA event synchronization,3124371506925065,0.313634,3.696559,6.118269,1.4994870000000002,8.260233,0.096394,1.336903,0.817945,3.731445,1.083277,0.002656,0.00576,3.501885,1.775884,0.889081,10.301816,26.541504,0.341773,1.334206,15697465749,15634853581,102,62.612168,dino,False,8.573867,1.294022,i2-i30-0184,scene-0184,scene-0184:image:102
0.0,0.00136,0.002678,0.002234,0.001681,1.392201,0.0,,0.376001,0.094725,,0.529266,NVTX inference includes CUDA event synchronization,3124371576520670,0.311364,3.601927,5.8263750000000005,1.4676489999999998,7.915157,0.087696,1.234011,0.707132,3.592613,1.127916,0.004448,0.005056,3.419034,1.675042,0.781789,10.211417,26.828325,0.326437,1.275965,15767060770,15704344743,103,62.716027,dino,False,8.226521,1.214285,i2-i30-0184,scene-0184,scene-0184:image:103
0.0,0.00048,0.002354,0.002259,0.001588,1.420543,0.001034,,0.39435,0.093425,,0.537725,NVTX inference includes CUDA event synchronization,3124371674316557,0.304837,5.904164,6.087487999999999,1.4938329999999995,8.236408999999998,0.095067,1.265315,0.81357,3.731688,1.133229,0.00256,0.005984,3.493164,1.675754,0.884707,10.129314,26.629681,0.347142,1.328529,15864856621,15802636338,104,62.220283,dino,False,8.541246,1.42301,i2-i30-0184,scene-0184,scene-0184:image:104
0.0,0.000513,0.002518,0.002365,0.001824,1.377651,0.0,,0.357593,0.086551,,0.53195,NVTX inference includes CUDA event synchronization,3124371743762110,0.295811,3.619085,5.772501,1.4457180000000003,7.837655000000001,0.092195,1.256752,0.719864,3.505066,1.107214,0.002049,0.004608,3.451513,1.70431,0.791417,10.395779,26.612842,0.34391,1.314414,15934302175,15871779720,105,62.522455,dino,False,8.133466,1.25448,i2-i30-0184,scene-0184,scene-0184:image:105
0.0,0.00075,0.002242,0.00218,0.002174,1.426443,0.0,,0.439857,0.099927,,0.557298,NVTX inference includes CUDA event synchronization,3124371822441567,0.344675,3.674795,6.213133000000001,1.6881510000000004,8.399329,0.094402,1.217204,0.824521,3.552298,1.358435,0.003393,0.0056,3.505036,1.663418,0.900458,10.335092,26.878394,0.344193,1.363011,16012981784,15949547316,106,63.434468,dino,False,8.744004,1.719161,i2-i30-0184,scene-0184,scene-0184:image:106
0.0,0.0,0.002487,0.002522,0.002352,1.413976,0.0,,0.377059,0.095594,,0.513567,NVTX inference includes CUDA event synchronization,3124371926884844,0.300421,7.38886,6.074874999999999,1.4622919999999997,8.182011,0.102371,1.232401,0.854435,3.76004,1.061965,0.002688,0.00624,3.535109,1.669175,0.925892,10.109876,26.513038,0.341439,1.352469,16117424767,16055338910,107,62.085857,dino,False,8.482432,1.992706,i2-i30-0184,scene-0184,scene-0184:image:107
5.3e-05,0.000692,0.002194,0.002467,0.001651,1.400655,0.001088,,0.37399,0.095351,,0.543709,NVTX inference includes CUDA event synchronization,3124372007055099,0.292707,3.834849,6.050009999999999,1.4610119999999993,8.179153,0.094819,1.358975,0.796212,3.677954,1.073704,0.002944,0.00624,3.501754,1.795873,0.867189,10.285539,26.60706,0.337534,1.331137,16197594912,16134991018,108,62.603894,dino,False,8.47186,1.555544,i2-i30-0184,scene-0184,scene-0184:image:108
0.0,0.000576,0.002098,0.002266,0.001728,1.380986,0.0,,0.352943,0.096205,,0.543486,NVTX inference includes CUDA event synchronization,3124372077193715,0.288067,3.683388,5.779975,1.4711690000000006,7.872196000000001,0.089552,1.241259,0.74613,3.544781,1.058604,0.00384,0.004928,3.462524,1.683438,0.821075,10.23401,26.728026,0.329768,1.348972,16267734088,16204865626,109,62.868462,dino,False,8.160263,1.467618,i2-i30-0184,scene-0184,scene-0184:image:109
0.0,0.001056,0.002292,0.002265,0.001634,1.402356,0.000544,,0.363929,0.103548,,0.536429,NVTX inference includes CUDA event synchronization,3124372174294853,0.291556,5.864981,6.008185999999999,1.438178999999999,8.130683,0.096911,1.250071,0.79457,3.756095,1.077613,0.002688,0.006112,3.504412,1.658138,0.865835,10.139664,26.57347,0.33311,1.33672,16364834820,16302770377,110,62.064443,dino,False,8.422239,1.644468,i2-i30-0184,scene-0184,scene-0184:image:110
0.0,0.0,0.002451,0.002424,0.002029,1.37559,0.0,,0.361987,0.101099,,0.555966,NVTX inference includes CUDA event synchronization,3124372244037911,0.288645,3.656751,5.800573,1.4720569999999995,7.913474,0.090569,1.240487,0.720484,3.544172,1.126542,0.003104,0.004704,3.42516,1.676587,0.793957,10.262545,26.601456,0.333478,1.300621,16434577994,16372045758,111,62.532236,dino,False,8.202119,1.447821,i2-i30-0184,scene-0184,scene-0184:image:111
0.0,0.001152,0.00231,0.002422,0.001643,1.371745,0.0,,0.386871,0.096853,,0.533513,NVTX inference includes CUDA event synchronization,3124372321775306,0.328451,3.778278,5.759069,1.482425,7.827127,0.09421,1.229626,0.788827,3.475361,1.075497,0.004704,0.004928,3.425926,1.680833,0.86134,10.317032,26.703638,0.343737,1.357734,16512315820,16449676387,112,62.639433,dino,False,8.155578,1.742437,i2-i30-0184,scene-0184,scene-0184:image:112
0.0,0.0,0.002279,0.002274,0.001592,1.380246,0.0,,0.406727,0.092149,,0.545649,NVTX inference includes CUDA event synchronization,3124372426910398,0.326727,6.835601,5.946142,1.4992809999999999,8.050331,0.095091,1.217699,0.829495,3.573207,1.153965,0.002592,0.005728,3.535214,1.653193,0.900759,10.252765,26.702673,0.344156,1.319501,16617451098,16554848729,113,62.602369,dino,False,8.377058,1.967523,i2-i30-0184,scene-0184,scene-0184:image:113
0.0,0.0,0.002394,0.002362,0.001795,1.407335,0.0,,0.396165,0.094255,,0.548447,NVTX inference includes CUDA event synchronization,3124372508303487,0.336803,3.856862,6.096989000000001,1.466183,8.212939,0.093543,1.332476,0.834451,3.709959,1.104906,0.002528,0.005696,3.543263,1.759808,0.906131,10.271234,26.626616,0.340347,1.343567,16698843230,16636247115,114,62.596115,dino,False,8.549742,1.747474,i2-i30-0184,scene-0184,scene-0184:image:114
0.0,0.000544,0.002485,0.002218,0.001629,1.327229,0.0,,0.388387,0.090376,,0.545818,NVTX inference includes CUDA event synchronization,3124372578506692,0.333316,3.765833,5.605245,1.4425969999999992,7.630615,0.08981,1.20804,0.75646,3.388615,1.069545,0.004416,0.004448,3.425574,1.659086,0.831021,10.240588,26.712839,0.332678,1.315643,16769046493,16706296342,115,62.750151,dino,False,7.963931,1.637033,i2-i30-0184,scene-0184,scene-0184:image:115
0.000544,0.0,0.002873,0.002281,0.001689,1.390772,0.0,,0.412538,0.101727,,0.524765,NVTX inference includes CUDA event synchronization,3124372673579573,0.324516,5.179664,5.925641000000001,1.4869730000000008,8.038314,0.096579,1.231318,0.848277,3.574004,1.116494,0.002593,0.006592,3.5704,1.677339,0.920054,10.138617,26.634993,0.359769,1.347974,16864119432,16801799459,116,62.319973,dino,False,8.36283,1.758551,i2-i30-0184,scene-0184,scene-0184:image:116
0.0,0.0,0.004573,0.00478,0.002578,1.598137,0.0,,0.384123,0.096226,,0.545737,NVTX inference includes CUDA event synchronization,3124372744362979,0.316546,3.781536,6.284586000000001,1.6857120000000005,8.604194,0.087347,1.344719,0.720397,3.956694,1.117231,0.004352,0.004288,3.419986,1.780275,0.79883,10.659991,26.624218,0.334451,1.297668,16934904577,16871599869,117,63.304708,dino,False,8.92074,1.641896,i2-i30-0184,scene-0184,scene-0184:image:117
0.0,0.000576,0.002427,0.002337,0.001644,1.478622,0.0,,0.455995,0.091494,,0.528723,NVTX inference includes CUDA event synchronization,3124372823080324,0.346372,4.132864,6.552536999999999,1.7369599999999998,8.767983,0.105923,1.280118,0.92493,3.760357,1.299667,0.001024,0.005376,3.814991,1.689374,0.997891,10.148294,26.731105,0.36705,1.507605,17013620109,16950625108,118,62.995001,dino,False,9.114355,1.653058,i2-i30-0184,scene-0184,scene-0184:image:118
0.0,0.000544,0.002214,0.002745,0.001634,1.354247,0.0,,0.405435,0.088209,,0.513015,NVTX inference includes CUDA event synchronization,3124372921539673,0.335269,3.915149,5.745329999999999,1.4443909999999995,7.778103999999999,0.097886,1.23182,0.856802,3.410527,1.063115,0.002656,0.006176,3.532916,1.661391,0.927363,10.002893,26.608999,0.347578,1.356467,17112080116,17050007129,119,62.072987,dino,False,8.113373,1.729198,i2-i30-0184,scene-0184,scene-0184:image:119
0.0,0.0,0.002481,0.002238,0.00163,1.376916,0.0,,0.385988,0.099133,,0.534325,NVTX inference includes CUDA event synchronization,3124373009007237,0.297892,4.077965,6.010928,1.511609,8.115747,0.095497,1.34939,0.803826,3.574554,1.069867,0.00256,0.006336,3.473586,1.774099,0.874707,10.155584,26.558918,0.337712,1.365181,17199547143,17137113339,120,62.433804,dino,False,8.413639,1.526112,i2-i30-0184,scene-0184,scene-0184:image:120
0.000131,0.0,0.002138,0.002937,0.001694,1.336525,0.000512,,0.389137,0.092504,,0.547176,NVTX inference includes CUDA event synchronization,3124373079165107,0.313028,3.815636,5.54476,1.460089,7.604486,0.090743,1.204407,0.770581,3.315841,1.066957,0.004384,0.004512,3.414062,1.653534,0.844214,10.164488,26.587126,0.341073,1.313127,17269705108,17207170206,121,62.534902,dino,False,7.917514,1.791456,i2-i30-0184,scene-0184,scene-0184:image:121
0.0,0.0,0.002105,0.002265,0.002197,1.350978,0.0,,0.392402,0.087942,,0.524188,NVTX inference includes CUDA event synchronization,3124373243286043,0.327586,3.801582,5.675344999999999,1.4419289999999991,7.709835999999999,0.089701,1.22695,0.763046,3.422311,1.084589,0.00416,0.004736,3.418964,1.668269,0.835943,10.144916,26.735646,0.333897,1.318319,17433825819,17371418985,123,62.406834,dino,False,8.037422,1.652509,i2-i30-0184,scene-0184,scene-0184:image:123
6.7e-05,0.001906,0.002103,0.002282,0.001825,1.365077,0.0,,0.387929,0.088449,,0.532198,NVTX inference includes CUDA event synchronization,3124373321397537,0.326276,3.837268,5.570621,1.44013,7.626181,0.096842,1.220281,0.769242,3.346235,1.070221,0.004673,0.004833,3.428384,1.671487,0.842363,10.20956,26.641541,0.339728,1.339235,17511937368,17449540168,124,62.3972,dino,False,7.952457,1.661546,i2-i30-0184,scene-0184,scene-0184:image:124
0.000297,0.000512,0.002489,0.002303,0.001751,1.390208,0.000609,,0.406342,0.091296,,0.546647,NVTX inference includes CUDA event synchronization,3124373427798826,0.330947,7.406119,5.93275,1.5067849999999998,8.044257,0.09739,1.204002,0.850748,3.579946,1.129005,0.002208,0.00512,3.520045,1.644619,0.925757,10.197785,26.719882,0.341485,1.334575,17618338606,17555331453,125,63.007153,dino,False,8.375204,1.998193,i2-i30-0184,scene-0184,scene-0184:image:125
6.9e-05,0.000443,0.002197,0.002325,0.001684,1.38233,0.0,,0.409083,0.097681,,0.531422,NVTX inference includes CUDA event synchronization,3124373508882402,0.337412,3.754328,5.956519999999999,1.4801029999999997,8.046342,0.092729,1.33509,0.821785,3.585105,1.061038,0.002592,0.005312,3.508149,1.776918,0.89385,10.163283,26.520059,0.347919,1.353697,17699422369,17636880889,126,62.54148,dino,False,8.383754,1.69419,i2-i30-0184,scene-0184,scene-0184:image:126
0.0,0.0,0.002777,0.002201,0.001813,1.350686,0.0,,0.391897,0.095382,,0.541042,NVTX inference includes CUDA event synchronization,3124373578721556,0.330691,3.749007,5.635398,1.426673,7.690505,0.089683,1.215353,0.751016,3.452124,1.076779,0.00448,0.005088,3.413879,1.663807,0.826601,10.288047,26.569087,0.33286,1.308395,17769261405,17706738049,127,62.523356,dino,False,8.021196,1.623122,i2-i30-0184,scene-0184,scene-0184:image:127
4.8e-05,0.0,0.002098,0.002239,0.00177,1.399575,0.0,,0.403532,0.115726,,0.536448,NVTX inference includes CUDA event synchronization,3124373673879765,0.323875,5.367815,5.979368999999999,1.4940679999999995,8.11693,0.094398,1.235859,0.82544,3.673236,1.109388,0.002592,0.005824,3.507076,1.682329,0.896609,10.249571,26.604057,0.34961,1.336335,17864419734,17802107953,128,62.311781,dino,False,8.440805,1.755184,i2-i30-0184,scene-0184,scene-0184:image:128
0.0,0.000805,0.001958,0.002958,0.001734,1.37119,0.000576,,0.380926,0.095145,,0.539344,NVTX inference includes CUDA event synchronization,3124373743815250,0.323047,3.724628,5.815484999999999,1.4409759999999991,7.887073999999999,0.089647,1.264603,0.73301,3.558898,1.113899,0.004192,0.004896,3.417433,1.699393,0.809843,10.259186,26.543472,0.333718,1.312579,17934355727,17871873439,129,62.482288,dino,False,8.210121,1.696093,i2-i30-0184,scene-0184,scene-0184:image:129
0.0,0.002464,0.002116,0.002757,0.001728,1.410316,0.0,,0.408079,0.088288,,0.534959,NVTX inference includes CUDA event synchronization,3124373821719705,0.327907,3.702358,5.881253000000001,1.5360890000000005,8.004053,0.119817,1.238597,0.795466,3.463962,1.168365,0.003712,0.005952,3.480373,1.686029,0.869131,10.247314,26.772553,0.342048,1.367028,18012260518,17949508707,130,62.751811,dino,False,8.33196,1.671052,i2-i30-0184,scene-0184,scene-0184:image:130
0.0,0.0,0.002843,0.00236,0.001788,1.423451,0.0,,0.401982,0.10027,,0.535032,NVTX inference includes CUDA event synchronization,3124373927031881,0.328134,6.245332,6.0660549999999995,1.4705139999999997,8.205646999999999,0.09937,1.251066,0.864407,3.764509,1.077387,0.000576,0.005952,3.647467,1.687488,0.935736,10.35789,26.624617,0.343776,1.348462,18117572046,18055057618,131,62.514428,dino,False,8.533781,3.298168,i2-i30-0184,scene-0184,scene-0184:image:131
0.0,0.0,0.002223,0.002214,0.002358,1.398976,0.0,,0.400915,0.097424,,0.528887,NVTX inference includes CUDA event synchronization,3124374009019221,0.32874,3.715587,6.079521999999999,1.4847699999999993,8.183779,0.095564,1.339779,0.81904,3.689706,1.074604,0.002848,0.006208,3.494739,1.78132,0.891808,10.272105,26.574503,0.346619,1.407237,18199558947,18136887125,132,62.671822,dino,False,8.512519,1.705828,i2-i30-0184,scene-0184,scene-0184:image:132
0.0,0.0,0.00274,0.002378,0.001705,1.381046,0.0,,0.395045,0.090827,,0.542987,NVTX inference includes CUDA event synchronization,3124374079247001,0.326596,3.631302,5.876137000000001,1.4883230000000012,7.9662690000000005,0.089688,1.243797,0.768327,3.586777,1.106128,0.00512,0.004705,3.430847,1.691837,0.844072,10.396421,26.635602,0.331891,1.312454,18269786846,18206989560,133,62.797286,dino,False,8.292865,1.667986,i2-i30-0184,scene-0184,scene-0184:image:133
0.0,0.0,0.002342,0.002286,0.001767,1.390607,0.000576,,0.616181,0.094529,,0.536217,NVTX inference includes CUDA event synchronization,3124374253703936,0.457188,5.359705,6.148926999999999,1.503665999999999,8.336243999999999,0.131482,1.244417,1.327023,3.520241,1.058123,0.001568,0.006912,4.61601,1.695496,1.399151,10.276482,26.555286,0.433111,1.763569,18444244487,18381260069,135,62.984418,dino,False,8.793432,2.288383,i2-i30-0184,scene-0184,scene-0184:image:135
0.0,0.000608,0.00232,0.002952,0.001773,1.384203,0.0,,0.35477,0.104688,,0.568732,NVTX inference includes CUDA event synchronization,3124374324054316,0.293828,3.622776,5.827025,1.4611330000000002,7.9532430000000005,0.094306,1.236666,0.731622,3.631173,1.082603,0.004416,0.005152,3.435933,1.664192,0.809671,10.179245,26.827563,0.331145,1.309298,18514594442,18451402134,136,63.192308,dino,False,8.247071,1.462547,i2-i30-0184,scene-0184,scene-0184:image:136
