scene,scene_token,frame_count,metric,valid_count,missing_count,min,max,range,mean,std,cov,p25,median,p75,iqr,variation_iqr_over_p50,p99,p99_minus_p50_over_p50
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,object_mean_nearest_neighbor_2d_m,396,0,4.846646274117357,10.022914960769004,5.176268686651647,6.79859265409764,1.1108319853100441,0.16339146082542902,6.016361936613038,6.822213991271967,7.524917360237353,1.5085554236243155,0.2211240259473381,10.016858350911583,0.46827091084019057
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,pointpillars_point_count,396,0,32808.0,34229.0,1421.0,33671.9494949495,331.72001622816134,0.009851523930264759,33532.0,33654.0,33945.5,413.5,0.012286800974624116,34211.1,0.01655375289712957
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,pointpillars_point_density_per_m3,396,0,0.4101,0.4278625,0.01776249999999996,0.4208993686868687,0.0041465002028520164,0.009851523930264759,0.41915,0.420675,0.42431874999999997,0.005168749999999944,0.012286800974623983,0.42763875,0.01655375289712959
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,pointpillars_points_per_voxel,396,0,4.73544375353307,8.724560061208875,3.989116307675805,5.603727429252364,0.8508669839367072,0.1518394666191371,5.054350095068571,5.375935419029374,5.756153675821228,0.7018035807526566,0.1305453890440089,8.54481317755814,0.5894560688567401
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,pointpillars_voxel_count,396,0,3921.0,7076.0,3155.0,6116.25505050505,716.5049240314829,0.1171476529534715,5883.75,6250.0,6613.5,729.75,0.11676,6949.15,0.11186399999999994
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,pointpillars_voxel_density_pct,396,0,2.450625,4.4225,1.9718750000000003,3.822659406565657,0.44781557751967677,0.11714765295347147,3.67734375,3.90625,4.1334375,0.4560937500000004,0.1167600000000001,4.34321875,0.11186400000000003
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,raw_point_count,396,0,34464.0,34784.0,320.0,34722.42424242424,37.70301033156958,0.001085840379932448,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34784.0,0.0018433179723502304
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,threedssd_point_count,396,0,13353.0,20828.0,7475.0,17668.93181818182,2895.564868374978,0.16387888629438035,14404.25,19648.5,20407.0,6002.75,0.3055067816881696,20805.35,0.05887726798483337
scene-0738,d3d94f2ce3dc4db4b3ba6f4aa81c3987,396,threedssd_point_density_per_m3,396,0,0.29805803571428574,0.4649107142857143,0.16685267857142855,0.394395799512987,0.06463314438337003,0.16387888629438038,0.3215234375,0.43858258928571425,0.4555133928571429,0.13398995535714286,0.30550678168816964,0.4644051339285714,0.05887726798483349
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,centerpoint_point_count,390,0,33507.0,33810.0,303.0,33735.46666666667,33.38305522369659,0.000989553681102082,33717.0,33735.0,33758.0,41.0,0.001215354972580406,33804.11,0.0020486141989032335
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,centerpoint_point_density_per_m3,390,0,0.35908564814814814,0.36233281893004116,0.0032471707818930162,0.3615340649291266,0.00035775736479441635,0.000989553681102082,0.36133616255144035,0.36152906378600824,0.361775548696845,0.00043938614540461884,0.0012153549725802814,0.36226969735939646,0.002048614198903253
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,centerpoint_points_per_voxel,390,0,1.8927149346643486,1.9540083410565339,0.06129340639218528,1.9059430624300777,0.00960901283341501,0.005041605398832596,1.90094585113333,1.9037712546660326,1.906990874374615,0.006045023241284975,0.0031752886416731916,1.9462492929144193,0.02231257465636982
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,centerpoint_voxel_count,390,0,17264.0,17831.0,567.0,17700.6,92.10166623398798,0.005203307584713964,17691.75,17724.0,17746.75,55.0,0.0031031369893929138,17808.11,0.004745542766869814
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,centerpoint_voxel_density_pct,390,0,0.020814043209876544,0.021497636959876543,0.0006835937499999993,0.021340422453703704,0.00011104078201435672,0.005203307584713966,0.02132975260416667,0.02136863425925926,0.021396062403549382,6.630979938271331e-05,0.003103136989392785,0.02147004002700617,0.004745542766869615
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,object_count,390,0,19.0,28.0,9.0,25.166666666666668,1.8075104472987193,0.07182160717743255,24.0,25.0,27.0,3.0,0.12,28.0,0.12
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,object_mean_nearest_neighbor_2d_m,390,0,6.3284977574526655,8.282708001622579,1.9542102441699134,7.211508743504419,0.501527594085693,0.06954544630309588,6.824221191932971,7.255366208460083,7.560576838600122,0.7363556466671506,0.10149117570502875,8.245780474459838,0.13650782573109643
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,pointpillars_point_count,390,0,33462.0,33765.0,303.0,33690.092307692306,33.84431463534303,0.0010045776760194722,33669.25,33691.0,33711.75,42.5,0.0012614644860645277,33756.22,0.001935828559555999
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,pointpillars_point_density_per_m3,390,0,0.418275,0.4220625,0.003787499999999999,0.4211261538461538,0.0004230539329417883,0.001004577676019473,0.42086562499999997,0.4211375,0.421396875,0.0005312500000000386,0.0012614644860646194,0.42195275,0.00193582855955594
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,pointpillars_points_per_voxel,390,0,7.333333333333333,7.7015778641664765,0.36824453083314346,7.443202090732701,0.07065916089946495,0.009493113318452076,7.398815124952247,7.421400236153949,7.46342683367535,0.06461170872310351,0.008706134511967481,7.681135005208934,0.034998081331022425
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,pointpillars_voxel_count,390,0,4373.0,4596.0,223.0,4526.7,43.39945350004495,0.009587437537288742,4513.25,4540.0,4554.75,41.5,0.009140969162995595,4579.11,0.008614537444933849
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,pointpillars_voxel_density_pct,390,0,2.733125,2.8725,0.13937500000000025,2.8291874999999997,0.02712465843752811,0.009587437537288749,2.82078125,2.8375,2.84671875,0.025937499999999947,0.009140969162995576,2.86194375,0.008614537444933954
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,raw_point_count,390,0,34496.0,34784.0,288.0,34722.05128205128,33.65553158172742,0.000969284081413843,34688.0,34720.0,34752.0,64.0,0.0018433179723502304,34784.0,0.0018433179723502304
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,threedssd_point_count,390,0,13681.0,18440.0,4759.0,16197.966666666667,1903.5037239506564,0.11751497969605175,13827.75,16524.5,18211.0,4383.25,0.26525764773518107,18348.88,0.11040455081848172
scene-0770,aedcd3cf7c4a49d7a4a43ab7443a9eb1,390,threedssd_point_density_per_m3,390,0,0.3053794642857143,0.41160714285714284,0.10622767857142856,0.36156175595238094,0.04248892240961287,0.11751497969605176,0.3086551339285714,0.36885044642857145,0.4064955357142857,0.09784040178571429,0.26525764773518107,0.40957321428571425,0.11040455081848147
